Fighter,Elo Rating
Joao Zeferino,962.34
Paul Redmond,962.34
Anthony Birchak,962.32
Jesse Strader,962.32
Kevin Jordan,962.3
William Macario,962.3
Steve Berger,962.29
Ryan Thomas,962.29
Denis Stojnic,962.29
Azamat Gashimov,962.29
Jessica Rakoczy,962.29
Alessio Sakara,962.27
Larissa Pacheco,962.24
Steve Montgomery,962.24
Valeri Ignatov,962.23
Fabiano Scherner,962.23
Yusuke Kasuya,962.23
Pearl Gonzalez,962.23
Lauren Mueller,962.23
Te Edwards,962.23
Hector Ramirez,962.22
Joey Gomez,962.22
Luan Lacerda,962.22
Harry Hardwick,962.22
Gasan Umalatov,962.21
Roman Salazar,962.21
Louis Cosce,962.2
Carl Deaton,962.19
Shem Rock,962.19
Anthony Christodoulou,962.18
Harry Moskowitz,962.17
Cortavious Romious,962.17
Steven Peterson,962.15
Edward Faaloloto,962.14
Jose Maria,962.13
Kyle Bradley,962.12
Colton Smith,962.12
Patrick Williams,962.12
Val Woodburn,962.12
Tim Lajcik,962.11
John Halverson,962.11
Yoshihiro Akiyama,962.11
Enrique Marin,962.1
Alex Soto,962.09
Bruno Souza,962.07
Yosdenis Cedeno,962.04
Claudio Ribeiro,962.04
Yasuhiro Urushitani,962.03
Brendon Marotte,962.02
Jorge Lopez,962.01
Michel Quinones,962.0
Collin Anglin,962.0
Pat Audinwood,961.99
Ricky Rainey,961.99
Matt Bessette,961.97
Damian Stasiak,961.95
Jessin Ayari,961.94
KB Bhullar,961.93
Scott Askham,961.91
Richard Walsh,961.88
Frank Trigg,961.87
Richardson Moreira,961.86
Jason Godsey,961.84
Travis Wiuff,961.77
Guto Inocente,961.76
Julio Paulino,961.72
Johnny Munoz,961.72
Joseph Gigliotti,961.7
Danny Downes,961.69
Domingo Pilarte,961.67
Anthony Ivy,961.67
Zarrukh Adashev,961.66
Jason Young,961.63
Rob Wilkinson,961.59
Karlos Vemola,961.54
Tom Niinimaki,961.52
Jack May,961.52
Jordan Espinosa,961.5
Juan Manuel Puig,961.48
Tucker Lutz,961.48
Alexandre Dantas,961.46
Mike Stumpf,961.43
Tor Troeng,961.43
Brian Houston,961.42
CJ Keith,961.32
Matt Horwich,961.3
Angel Pacheco,961.28
Andreas Stahl,961.27
Thomas Gifford,961.27
Jeff Cox,961.26
George Roop,961.25
Kazuki Tokudome,961.25
Andreas Michailidis,961.25
Rashad Coulter,961.24
Chris Dempsey,961.23
Townsend Saunders,961.22
Jeremy Jackson,961.22
Christian Colombo,961.22
Edilberto de Oliveira,961.21
Danny Mitchell,961.21
Jin Soo Son,961.21
Oli Thompson,961.16
Elvis Mutapcic,961.16
Trent Jenkins,961.15
Larry Cureton,961.15
Moti Horenstein,961.15
Royce Alger,961.15
Curtis Stout,961.15
Sammy Morgan,961.15
Joe Veres,961.15
Brad Morris,961.15
Mike Lullo,961.15
Joseph Sandoval,961.15
Dan Stittgen,961.15
John Cofer,961.15
Bristol Marunde,961.15
Sheila Gaff,961.15
Julie Kedzie,961.15
Luiz Dutra,961.15
Alan Omer,961.15
Alexis Dufresne,961.15
JC Cottrell,961.15
Charlie Ward,961.15
Carls John De Tomas,961.15
Aalon Cruz,961.15
Manolo Zecchini,961.15
Mark Eddiva,961.14
Cody Pfister,961.14
Herbert Burns,961.12
Ben Wall,961.11
Justin Jones,961.1
Chris de la Rocha,961.1
Roberto Romero,961.1
Ansar Chalangov,961.09
Tateki Matsuda,961.09
Marcin Bandel,961.09
Jason Black,961.08
Ericka Almeida,961.08
Damien Brown,961.07
Nick Klein,961.07
Luis Henrique,961.05
Gadzhi Omargadzhiev,961.05
Anna Elmose,961.02
Victor Martinez,961.0
Brendan O'Reilly,960.97
Josh Shockley,960.96
Tommy Speer,960.91
Yizha,960.91
Victor Valimaki,960.89
Josh Sampo,960.86
Humberto Bandenay,960.81
Laureano Staropoli,960.81
Joe Brammer,960.78
Konstantin Erokhin,960.77
Carlton Minus,960.71
Sarah Alpar,960.71
Nick Fiore,960.71
Jonavin Webb,960.7
Ashkan Mokhtarian,960.7
Brodie Farber,960.65
Houston Alexander,960.64
Silvana Gomez Juarez,960.61
Shana Dobson,960.58
Nick Penner,960.57
Roger Bowling,960.55
Dusko Todorovic,960.54
Cameron VanCamp,960.46
Tommy Hayden,960.39
Yohan Lainesse,960.39
Dakota Bush,960.37
Lucas Alexander,960.32
Reuben Duran,960.27
Teruto Ishihara,960.27
Hernani Perpetuo,960.22
Pat Schilling,960.19
Dashon Johnson,960.19
Victor Rodriguez,960.19
Michael Kuiper,960.18
Rob Yundt,960.16
Jeka Saragih,960.16
Zhang Tiequan,960.15
Nick Aguirre,960.15
David Dodd,960.14
Dileno Lopes,960.14
Wendell Oliveira Marques,960.13
Danilo Belluardo,960.13
Kay Hansen,960.13
Yusaku Kinoshita,960.13
Irina Alekseeva,960.13
Vince Cachero,960.12
Eddie Gordon,960.09
Danny Abbadi,960.08
Colin Robinson,960.08
Joe Vedepo,960.08
Chase Gormley,960.08
Bernardo Magalhaes,960.08
Sam Fulton,960.07
Nolan Ticman,960.07
Seo Hee Ham,960.07
Cesar Arzamendia,960.07
Chan-Mi Jeon,960.07
James Bochnovic,960.07
Marnic Mann,960.07
Wes Combs,960.06
Ronys Torres,960.06
Ulysses Gomez,960.06
Leo Kuntz,960.06
Leonardo Guimaraes,960.06
Jim Wallhead,960.06
Rodrigo de Lima,960.05
Alberto Uda,960.02
Yuri Villefort,960.01
Nicolle Caliari,960.01
Zane Frazier,960.0
Steve Judson,960.0
Chris Price,960.0
Razak Al-Hassan,960.0
David Kaplan,960.0
Mark Holst,960.0
Donny Walker,960.0
Colin Fletcher,960.0
Chris Indich,960.0
Shane Howell,960.0
Leonardo Morales,960.0
Lisa Ellis,960.0
Hayder Hassan,960.0
Jacob Kilburn,960.0
Jimmy Flick,960.0
Syuri Kondo,959.98
Johnny Rees,959.96
Vik Grujic,959.95
Anton Zafir,959.95
Elias Garcia,959.95
Carlos Candelario,959.94
David Lee,959.93
Rosi Sexton,959.93
Micheal Gillmore,959.92
Joseph Holmes,959.92
Cameron Else,959.88
Marcos Mariano,959.84
Dave Menne,959.82
Tom DeBlass,959.79
Bruno Silva,959.74
Josh Neer,959.72
Kaynan Kruschewsky,959.68
Gabriel Miranda,959.67
Ryan MacDonald,959.65
Azat Maksum,959.52
Paulo Thiago,959.49
Michal Figlak,959.34
Sean Sharaf,959.28
Gloria de Paula,959.27
Jonathan Wilson,959.23
Gadzhimurad Antigulov,959.22
Samy Schiavo,959.2
Todd Brown,959.2
Anthony Lapsley,959.2
Niko Price,959.18
Kyle Stewart,959.18
Besam Yousef,959.16
Eric Wisely,959.13
Maria Oliveira,959.12
Rin Nakai,959.11
Cain Carrizosa,959.09
Ali AlQaisi,959.03
Josias Musasa,959.03
Richie Vaculik,959.01
Kwan Ho Kwak,959.01
Jorge de Oliveira,958.98
Nate Mohr,958.97
Xavier Foupa-Pokam,958.97
Motonobu Tezuka,958.97
Cristina Stanciu,958.96
David Abbott,958.95
Kelly Faszholz,958.93
Daniel Jolly,958.92
Suman Mokhtarian,958.91
Juan Adams,958.9
Ross Pointon,958.87
Matt Van Buren,958.87
Luke Caudillo,958.85
Emily Kagan,958.85
Chris Avila,958.85
Boston Salmon,958.81
Rachael Ostovich,958.68
Grigory Popov,958.54
Daniel Pineda,958.48
Maheshate,958.47
Josh Quinlan,958.47
Kevin Christian,958.41
Aleksa Camur,958.3
CJ Vergara,958.3
Yoislandy Izquierdo,958.28
Antonio Dos Santos,958.28
Steve Kennedy,958.27
Marcelo Golm,958.27
Charles Byrd,958.27
Daniel Frunza,958.26
Randa Markos,958.2
Darko Stosic,958.14
Zac Pauga,958.1
Randy Costa,958.09
Walel Watson,958.07
Steve Steinbeiss,958.04
Drako Rodriguez,958.02
Cody Donovan,957.99
Emily Whitmire,957.99
Mallory Martin,957.96
Roldan Sangcha'an,957.95
Cortney Casey,957.95
David Zawada,957.92
Scott Smith,957.91
Amanda Cooper,957.89
Yorgan De Castro,957.88
Tamires Vidal,957.79
Jessamyn Duke,957.77
Gerald Meerschaert,957.72
Charalampos Grigoriou,957.7
Marion Reneau,957.59
Daniel Spitz,957.33
Ivana Petrovic,957.33
Martin Bravo,957.32
Henrique da Silva,957.24
Priscila Cachoeira,957.12
Ricky Turcios,957.1
Cody East,957.02
Alvaro Herrera Mendoza,956.97
Barb Honchak,956.88
Liana Jojua,956.8
Jason Gilliam,956.6
Victor Altamirano,956.56
Artem Lobov,956.5
Jenel Lausa,956.42
Michelle Waterson-Gomez,956.39
Miranda Granger,956.25
Antonio Silva,956.24
Eddie Wineland,956.23
Andre Fialho,956.2
Tafon Nchukwi,955.94
Aaron Riley,955.68
Rafael Cavalcante,955.23
Fabricio Camoes,955.02
Jamie Varner,954.72
Wellington Turman,954.21
Sedriques Dumas,953.91
Marcin Prachnio,953.69
Mac Danzig,953.61
Jared Gooden,953.45
Vinny Magalhaes,953.07
David Mitchell,952.74
SeungWoo Choi,952.53
Charles Rosa,952.04
Lina Lansberg,952.02
Don'Tale Mayes,951.65
Jason Miller,951.63
Julian Marquez,951.34
Pete Sell,951.24
Dominic Waters,950.95
Marc-Andre Barriault,950.93
Kamal Shalorus,950.8
Takashi Sato,950.73
Tom Watson,950.66
Jeremy Stephens,950.5
Cody Brundage,950.38
Marvin Eastman,950.32
Junior Albini,950.18
Eric Schafer,950.05
Jordan Griffin,950.03
Mitch Clarke,949.98
Sean O'Connell,949.98
Andre Soukhamthath,949.9
Dave Herman,949.8
Tra Telligman,949.57
Mike Massenzio,949.4
Kevin Croom,949.38
Kyle Bochniak,949.26
Alessio Di Chirico,948.85
Jessica Penne,948.82
Gilbert Yvel,948.54
Daniel Teymur,948.54
Polyana Viana,948.49
Malcolm Gordon,948.47
Assuerio Silva,948.37
Trevin Jones,948.37
Wes Sims,948.28
Henry Briones,948.24
Dan Lauzon,948.19
Journey Newson,948.19
Shane Campbell,947.94
Kevin Borjas,947.93
Matt Grice,947.87
Albert Morales,947.72
Dominique Steele,947.65
Dylan Budka,947.61
Victoria Leonardo,947.41
Sabah Homasi,947.4
Roxanne Modafferi,947.27
Mike Rodriguez,947.06
Khalid Taha,947.03
Tim Hague,946.78
Kris McCray,946.46
Mateus Mendonca,946.45
Erick Gonzalez,946.41
Brian Camozzi,946.34
Vinicius Salvador,946.25
Dustin Stoltzfus,946.19
Charlie Brenneman,946.06
Mostapha Al-Turk,946.01
Justin Edwards,946.0
Viacheslav Borshchev,946.0
Dennis Buzukja,945.96
Edwin DeWees,945.8
Charlie Ontiveros,945.77
Jessica Aguilar,945.66
Alex Reyes,945.56
Felix Lee Mitchell,945.52
Tonya Evinger,945.42
Alex Chambers,945.41
Lukasz Sajewski,945.36
Viktor Pesta,945.33
Justin Buchholz,945.31
Garreth McLellan,945.3
Ryan Benoit,945.26
Hannah Goldy,945.26
Salim Touahri,945.25
Eric Spicely,945.22
Darrell Montague,945.16
Marcio Alexandre Junior,945.09
Gabe Ruediger,945.08
Bobby Nash,945.05
Jordan Williams,944.91
Bec Rawlings,944.86
Rodney Wallace,944.7
Marcelo Rojo,944.69
Oluwale Bamgbose,944.62
Ruan Potts,944.51
Jason Reinhardt,944.5
Jeff Hughes,944.44
Hector Lombard,944.4
Andy Enz,944.4
Ravena Oliveira,944.35
Bojan Mihajlovic,944.34
Mike Rhodes,944.31
Hector Aldana,944.29
Jared Hamman,944.11
Markus Perez,944.07
Alan Baudot,944.07
Caio Machado,943.99
Dan Moret,943.96
Ivan Erslan,943.88
Erik Silva,943.7
Estevan Payan,943.68
Jessica Eye,943.62
James Llontop,943.54
Yoji Anjo,943.53
Darian Weeks,943.46
Blood Diamond,943.45
Ramona Pascual,943.45
Josh Haynes,943.43
Hailey Cowan,943.4
Luis Gurule,943.4
Kiefer Crosbie,943.38
Kevin Natividad,943.34
Gideon Ray,943.31
Harry Hunsucker,943.3
Justin Jaynes,943.27
Shane Young,943.15
Jumabieke Tuerxun,943.11
Damian Grabowski,943.09
Josh Parisian,943.0
Iliarde Santos,942.75
Ashlee Evans-Smith,942.73
Niklas Stolze,942.71
Denys Bondar,942.52
Stewart Nicoll,942.49
Jeremy Larsen,942.46
Jay Perrin,942.46
Shannon Ross,942.46
Jeff Curran,942.41
Brad Imes,942.36
Fabio Cherant,942.32
Jake Lindsey,942.29
Antonio Arroyo,942.26
Angela Magana,942.24
Norifumi Yamamoto,942.23
Jared Papazian,942.23
Montserrat Conejo Ruiz,942.22
Brogan Walker,942.21
Lando Vannata,942.2
John Albert,942.18
Jocelyn Jones-Lybarger,942.15
Daiju Takase,942.08
Sarah Moras,942.08
Zelim Imadaev,941.76
Diego Saraiva,941.48
Connor Matthews,941.44
Mike Santiago,941.39
Joby Sanchez,941.38
Forrest Petz,941.3
Cole Escovedo,941.15
Garett Whiteley,941.15
Joey Beltran,941.11
Mara Romero Borella,941.06
Rayanne dos Santos,941.01
Mark De La Rosa,940.93
Ihor Potieria,940.91
Mohammad Yahya,940.83
Genaro Valdez,940.27
Wulijiburen,940.24
Damacio Page,940.19
Roque Martinez,940.12
Rafaello Oliveira,940.03
Hu Yaozong,940.03
Dmitrii Smoliakov,940.0
Kalindra Faria,939.77
Jesse Forbes,939.52
Dalcha Lungiambula,939.42
Hannah Cifers,938.96
Brad Pickett,938.89
Frank Camacho,938.49
Cody Gibson,938.2
Jordan Wright,938.11
Nam Phan,937.87
Takanori Gomi,937.34
Ryan Jensen,936.38
Gilbert Melendez,936.27
Brendson Ribeiro,935.63
Gian Villante,935.43
Rhys McKee,935.3
Phil Baroni,934.83
Jorge Santiago,934.71
Thibault Gouti,934.13
Francisco Prado,933.88
Jake Collier,933.68
Austin Hubbard,933.44
Sam Alvey,932.42
Austen Lane,932.34
Jay Hieron,931.88
Andrea Lee,931.72
Kyle Prepolec,931.7
Denis Tiuliulin,930.91
Igor Pokrajac,930.87
Diana Belbita,930.15
Gina Mazany,929.23
Anton Turkalj,929.13
Anthony Hamilton,929.11
Ricardo Funch,929.0
John Phillips,928.99
Antonio Trocoli,928.84
Mizuto Hirota,928.8
Zarah Fairn,928.05
Dustin Pague,927.77
Will Campuzano,927.72
Khadis Ibragimov,927.62
Kris Moutinho,927.49
Rolando Bedoya,927.46
Julija Stoliarenko,927.26
Joe Doerksen,927.2
Jinh Yu Frey,926.93
Rafael Cerqueira,926.92
JP Buys,926.69
Seth Petruzelli,926.61
Tiki Ghosn,926.49
Aaron Phillips,925.63
Kurt Holobaugh,925.37
Keith Wisniewski,925.29
Bobby Voelker,925.2
Edgar Garcia,925.18
Fernie Garcia,924.86
Scott Jorgensen,924.78
Maki Pitolo,924.76
Martin Day,924.68
Dequan Townsend,924.65
Saimon Oliveira,924.55
Wu Yanan,924.42
Terrion Ware,924.39
Andy Ogle,924.05
Alen Amedovski,923.92
Josh Grispi,923.6
Liang Na,923.57
Jose Daniel Medina,923.31
Lukasz Brzeski,923.0
Jodie Esquibel,922.83
Jerome Rivera,922.78
Vinicius Moreira,922.73
Steve Cantwell,922.71
Ike Villanueva,922.63
Elvis Sinosic,922.19
Pat Healy,921.89
Ji Yeon Kim,921.32
Brandon Davis,921.01
Phillipe Nover,919.36
John Alessio,918.19
Ashley Yoder,916.09
Michihiro Omigawa,915.18
Lucie Pudilova,914.55
Jared Vanderaa,913.12
Kailin Curran,912.73
Naoyuki Kotani,912.67
Istela Nunes,912.66
Zhalgas Zhumagulov,911.36
Jamie Pickett,910.15
Leonard Garcia,909.93
Vince Morales,909.85
Jesse Ronson,909.64
Sean Soriano,909.48
Daniel Lacerda,908.51
Joshua Burkman,902.86
Chase Sherman,899.96
